"","Age"
"2499",67
"2500",70
"2501",35
"2502",48
"2503",37
"2504",52
"2505",44
"2506",54
"2507",79
"2508",36
"2509",52
"2510",26
"2511",56
"2512",75
"2513",49
"2514",43
"2515",23
"2516",38
"2517",67
"2518",33
"2519",22
"2520",46
"2521",29
"2522",36
"2523",65
"2524",50
"2525",21
"2526",53
"2527",36
"2528",55
"2529",41
"2530",48
"2531",19
"2532",24
"2533",24
"2534",50
"2535",74
"2536",24
"2537",57
"2538",58
"2539",49
"2540",38
"2541",78
"2542",55
"2543",34
"2544",27
"2545",23
"2546",33
"2547",62
"2548",54
"2549",63
"2550",27
"2551",35
"2552",47
"2553",36
"2554",33
"2555",69
"2556",46
"2557",58
"2558",74
"2559",32
"2560",22
"2561",41
"2562",23
"2563",30
"2564",54
"2565",45
"2566",18
"2567",20
"2568",45
"2569",74
"2570",21
"2571",61
"2572",67
"2573",53
"2574",27
"2575",22
"2576",31
"2577",40
"2578",28
"2579",60
"2580",74
"2581",56
"2582",21
"2583",47
"2584",52
"2585",66
"2586",28
"2587",30
"2588",46
"2589",43
"2590",40
"2591",81
"2592",21
"2593",55
"2594",29
"2595",69
"2596",35
"2597",26
"2598",27
"2599",44
"2600",19
"2601",40
"2602",54
"2603",22
"2604",47
"2605",24
"2606",34
"2607",29
"2608",73
"2609",25
"2610",57
"2611",23
"2612",22
"2613",47
"2614",37
"2615",56
"2616",39
"2617",28
"2618",68
"2619",52
"2620",36
"2621",34
"2622",39
"2623",40
"2624",53
"2625",20
"2626",75
"2627",38
"2628",73
"2629",47
"2630",61
"2631",69
"2632",56
"2633",46
"2634",48
"2635",22
"2636",44
"2637",49
"2638",54
"2639",28
"2640",58
"2641",45
"2642",37
"2643",45
"2644",36
"2645",19
"2646",39
"2647",65
"2648",34
"2649",28
"2650",55
"2651",47
"2652",47
"2653",22
"2654",29
"2655",53
"2656",18
"2657",27
"2658",58
"2659",41
"2660",48
"2661",54
"2662",66
"2663",63
"2664",63
"2665",54
"2666",38
"2667",49
"2668",65
"2669",32
"2670",49
"2671",50
"2672",23
"2673",46
"2674",23
"2675",24
"2676",55
"2677",71
"2678",65
"2679",46
"2680",34
"2681",63
"2682",46
"2683",19
"2684",74
"2685",43
"2686",51
"2687",49
"2688",33
"2689",22
"2690",35
"2691",29
"2692",62
"2693",59
"2694",40
"2695",41
"2696",25
"2697",39
"2698",30
"2699",41
"2700",30
"2701",36
"2702",35
"2703",62
"2704",24
"2705",74
"2706",36
"2707",56
"2708",24
"2709",58
"2710",28
"2711",26
"2712",66
"2713",40
"2714",70
"2715",51
"2716",36
"2717",34
"2718",35
"2719",24
"2720",25
"2721",28
"2723",33
"2724",56
"2725",81
"2726",69
"2727",30
"2728",33
"2729",60
"2730",36
"2731",70
"2732",53
"2733",33
"2734",47
"2735",24
"2736",24
"2737",31
"2738",45
"2739",36
"2740",61
"2741",45
"2742",60
"2743",71
"2744",50
"2745",38
"2746",29
"2747",35
"2748",56
"2749",64
"2750",44
"2751",42
"2752",63
"2753",37
"2754",64
"2755",28
"2756",38
"2757",25
"2758",28
"2759",59
"2760",47
"2761",19
"2762",65
"2763",42
"2764",62
"2765",75
"2766",76
"2767",48
"2768",61
"2769",30
"2770",51
"2771",56
"2772",58
"2773",42
"2774",25
"2775",46
"2776",26
"2777",50
"2778",43
"2779",39
"2780",62
"2781",76
"2782",20
"2783",19
"2784",55
"2785",19
"2786",24
"2787",54
"2788",70
"2790",49
"2791",31
"2792",20
"2793",61
"2794",62
"2795",71
"2796",54
"2797",30
"2798",58
"2799",54
"2800",27
"2801",40
"2802",38
"2803",28
"2804",49
"2805",29
"2806",61
"2807",59
"2808",73
"2809",40
"2810",61
"2811",50
"2812",30
"2813",43
"2814",46
"2815",24
"2816",36
"2817",57
"2818",73
"2819",19
"2820",37
"2821",72
"2822",59
"2823",63
"2824",34
"2825",27
"2826",70
"2827",48
"2828",60
"2829",34
"2830",31
"2831",60
"2832",50
"2833",46
"2834",74
"2835",35
"2836",21
"2837",20
"2838",21
"2839",22
"2840",24
"2841",50
"2842",52
"2843",56
"2844",50
"2845",21
"2846",42
"2847",26
"2848",57
"2849",39
"2850",68
"2851",59
"2852",24
"2853",53
"2854",36
"2855",37
"2856",39
"2857",32
"2858",40
"2859",50
"2861",58
"2862",19
"2863",83
"2864",23
"2865",64
"2866",49
"2867",21
"2868",18
"2869",59
"2870",24
"2871",32
"2872",47
"2873",65
"2874",60
"2875",53
"2876",46
"2877",51
"2878",73
"2879",22
"2880",22
"2881",35
"2882",52
"2883",42
"2884",56
"2885",74
"2886",52
"2887",48
"2888",67
"2889",71
"2890",49
"2891",38
"2892",77
"2893",18
"2894",22
"2895",66
"2896",64
"2897",72
"2898",28
"2899",68
"2900",37
"2901",59
"2902",62
"2903",30
"2904",39
"2905",31
"2906",50
"2907",58
"2908",29
"2909",20
"2910",66
"2911",54
"2912",52
"2913",26
"2914",64
"2915",26
"2916",73
"2917",36
"2918",26
"2919",74
"2920",49
"2921",40
"2922",41
"2923",31
"2924",25
"2925",70
"2926",46
"2927",36
"2928",59
"2929",30
"2930",75
"2931",24
"2932",40
"2933",49
"2934",68
"2935",78
"2936",64
"2937",66
"2938",64
"2939",48
"2940",29
"2941",34
"2942",66
"2943",56
"2944",76
"2945",83
"2946",36
"2947",27
"2948",48
"2949",55
"2950",71
"2951",32
"2952",66
"2953",21
"2954",56
"2955",66
"2956",27
"2957",34
"2958",34
"2959",83
"2960",30
"2961",71
"2962",51
"2963",51
"2964",20
"2965",66
"2966",19
"2967",19
"2968",56
"2969",35
"2970",24
"2971",45
"2972",43
"2973",27
"2974",44
"2975",51
"2976",37
"2977",64
"2978",62
"2979",53
"2980",60
"2981",74
"2982",30
"2983",49
"2984",51
"2985",26
"2986",30
"2987",70
"2988",30
"2989",52
"2990",60
"2991",77
"2992",20
"2993",58
"2994",63
"2995",62
"2996",33
"2997",66
"2998",42
"2999",25
"3000",28
"3001",19
"3002",55
"3003",58
"3004",23
"3005",71
"3006",19
"3007",41
"3008",57
"3009",66
"3010",36
"3011",59
"3012",31
"3013",23
"3014",74
"3015",45
"3016",52
"3017",57
"3018",61
"3019",25
"3020",25
"3021",50
"3022",23
"3023",35
"3024",29
"3025",27
"3026",59
"3027",54
"3028",74
"3029",39
"3030",38
"3031",19
"3032",37
"3033",64
"3034",30
"3035",43
"3036",69
"3037",25
"3038",56
"3039",48
"3040",64
"3041",56
"3042",18
"3043",26
"3044",34
"3045",29
"3046",36
"3047",39
"3048",25
"3049",20
"3050",29
"3051",36
"3052",59
"3053",26
"3054",42
"3055",58
"3056",74
"3057",23
"3058",38
"3059",36
"3060",35
"3061",27
"3062",19
"3063",30
"3064",23
"3065",45
"3066",37
"3067",36
"3068",56
"3069",54
"3070",53
"3071",44
"3072",58
"3073",58
"3074",75
"3075",32
"3076",38
"3077",25
"3078",22
"3079",47
"3080",70
"3081",22
"3082",79
"3083",22
"3084",34
"3085",61
"3086",24
"3087",59
"3088",20
"3089",46
"3090",49
"3091",23
"3092",32
"3093",57
"3094",84
"3095",35
"3096",24
"3097",26
"3098",43
"3099",38
"3100",55
"3101",63
"3102",54
"3103",38
"3104",77
"3105",37
"3106",50
"3107",20
"3108",45
"3109",52
"3110",67
"3111",57
"3112",26
"3113",65
"3114",46
"3115",29
"3116",31
"3117",50
"3118",21
"3119",41
"3120",83
"3121",69
"3122",58
"3123",30
"3124",48
"3125",67
"3126",51
"3127",54
"3128",89
"3129",71
"3130",27
"3131",30
"3132",22
"3133",23
"3134",63
"3135",80
"3136",71
"3137",48
"3138",25
"3139",72
"3140",73
"3141",31
"3142",65
"3143",59
"3144",53
"3145",60
"3146",54
"3147",35
"3148",51
"3149",58
"3150",21
"3151",72
"3152",48
"3153",26
"3154",39
"3155",58
"3156",40
"3157",23
"3158",28
"3159",47
"3160",67
"3161",54
"3162",50
"3163",32
"3164",67
"3165",70
"3166",36
"3167",57
"3168",22
"3169",58
"3170",71
"3171",83
"3172",52
"3173",59
"3174",83
"3175",67
"3176",61
"3177",55
"3178",57
"3179",52
"3180",69
"3181",40
"3182",63
"3183",24
"3184",72
"3185",51
"3186",29
"3187",29
"3188",18
"3189",54
"3190",36
"3191",27
"3192",66
"3193",66
"3194",39
"3195",37
"3196",52
"3197",71
"3198",66
"3199",52
"3200",52
"3201",50
"3202",32
"3203",32
"3204",58
"3205",45
"3206",31
"3207",29
"3208",30
"3209",65
"3210",30
"3211",22
"3212",23
"3213",18
"3214",65
"3215",43
"3216",30
"3217",21
"3218",26
"3219",55
"3220",37
"3221",23
"3222",34
"3223",27
"3224",42
"3225",43
"3226",19
"3227",44
"3228",28
"3229",56
"3230",58
"3231",53
"3232",25
"3233",31
"3234",54
"3235",28
"3236",27
"3238",50
"3239",50
"3240",68
"3241",27
"3242",20
"3243",27
"3244",23
"3245",43
"3246",48
"3247",42
"3248",22
"3249",45
"3250",78
"3251",66
"3252",30
"3253",31
"3254",38
"3255",57
"3256",27
"3257",31
"3258",23
"3259",64
"3260",21
"3261",20
"3262",22
"3263",31
"3264",54
"3265",38
"3266",66
"3267",43
"3268",22
"3269",33
"3270",50
"3271",42
"3272",39
"3273",26
"3274",60
"3275",51
"3276",28
"3277",60
"3278",31
"3279",44
"3280",32
"3281",45
"3282",31
"3283",21
"3284",67
"3285",76
"3286",53
"3287",53
"3288",32
"3289",49
"3290",48
"3291",19
"3292",43
"3293",48
"3294",42
"3295",38
"3296",42
"3297",39
"3298",24
"3299",45
"3300",55
"3301",48
"3302",22
"3303",31
"3304",72
"3305",23
"3306",54
"3307",38
"3308",56
"3309",62
"3310",41
"3312",30
"3313",21
"3314",37
"3315",27
"3316",24
"3317",23
"3318",69
"3319",44
"3320",65
"3321",55
"3322",59
"3323",43
"3324",52
"3325",54
"3326",43
"3327",46
"3328",72
"3329",68
"3330",69
"3331",64
"3332",48
"3333",29
"3334",70
"3335",80
"3336",61
"3337",33
"3338",26
"3339",36
"3340",53
"3341",56
"3342",54
"3343",35
"3344",49
"3345",69
"3346",38
"3347",75
"3348",35
"3349",66
"3350",74
"3351",80
"3352",34
"3353",22
"3354",52
"3355",81
"3356",25
"3357",19
"3358",23
"3359",20
"3360",74
"3361",45
"3362",61
"3363",71
"3364",47
"3365",67
"3366",28
"3367",59
"3368",31
"3369",36
"3370",30
"3371",38
"3372",25
"3373",18
"3374",59
"3375",59
"3376",74
"3377",44
"3378",35
"3379",75
"3380",89
"3381",20
"3382",72
"3383",57
"3384",38
"3385",36
"3386",53
"3387",55
"3388",60
"3389",56
"3390",32
"3391",50
"3392",39
"3393",56
"3394",52
"3395",52
"3396",67
"3397",52
"3398",47
"3399",69
"3400",51
"3401",26
"3402",24
"3403",24
"3404",67
"3405",72
"3406",33
"3407",49
"3408",33
"3409",39
"3410",57
"3411",25
"3412",27
"3413",42
"3414",43
"3415",62
"3416",26
"3417",69
"3418",41
"3419",41
"3420",30
"3421",47
"3422",32
"3423",61
"3424",61
"3425",39
"3426",28
"3427",31
"3428",29
"3429",61
"3430",42
"3431",23
"3432",28
"3433",42
"3435",34
"3436",25
"3437",20
"3438",43
"3439",32
"3440",29
"3441",27
"3442",52
"3443",28
"3444",24
"3445",25
"3446",73
"3447",54
"3448",70
"3449",51
"3450",58
"3451",21
"3452",50
"3453",65
"3454",45
"3455",26
"3456",31
"3457",42
"3458",59
"3459",66
"3460",59
"3461",30
"3462",51
"3463",51
"3464",40
"3465",55
"3466",30
"3467",54
"3468",30
"3469",30
"3470",54
"3471",27
"3472",78
"3473",72
"3474",19
"3475",46
"3476",26
"3477",76
"3478",57
"3479",43
"3480",60
"3481",22
"3482",53
"3483",81
"3484",57
"3485",25
"3486",18
"3487",61
"3488",59
"3489",52
"3490",61
"3491",30
"3492",50
"3493",38
"3494",31
"3495",44
"3496",47
"3497",88
"3498",80
"3499",18
"3500",66
"3501",20
"3502",72
"3503",72
"3504",42
"3505",19
"3506",34
"3507",63
"3508",62
"3509",53
"3510",60
"3511",27
"3512",45
"3513",67
"3514",63
"3515",39
"3516",33
"3517",63
"3518",39
"3519",42
"3520",37
"3521",29
"3522",24
"3523",72
"3524",76
"3525",54
"3526",40
"3527",51
"3528",33
"3529",59
"3530",47
"3531",26
"3532",80
"3533",64
"3534",65
"3535",61
"3536",21
"3537",40
"3538",74
"3539",38
"3540",27
"3541",26
"3542",51
"3543",51
"3544",44
"3545",47
"3546",27
"3547",45
"3548",53
"3549",22
"3550",51
"3551",20
"3552",76
"3553",69
"3554",39
"3555",47
"3556",19
"3557",56
"3558",57
"3559",20
"3560",49
"3561",23
"3562",56
"3563",25
"3564",65
"3565",56
"3566",26
"3567",36
"3568",79
"3569",60
"3570",54
"3571",30
"3572",25
"3573",70
"3574",23
"3575",20
"3576",46
"3577",43
"3578",36
"3579",24
"3580",24
"3581",30
"3582",27
"3583",51
"3584",36
"3585",78
"3586",30
"3587",26
"3588",38
"3589",42
"3590",31
"3591",21
"3592",31
"3593",63
"3594",31
"3595",40
"3596",43
"3597",47
"3598",48
"3599",44
"3600",34
"3601",42
"3602",26
"3603",76
"3604",42
"3605",38
"3606",56
"3607",28
"3608",39
"3609",52
"3610",21
"3611",21
"3612",18
"3613",37
"3614",48
"3615",28
"3616",23
"3617",22
"3618",73
"3619",86
"3620",32
"3621",46
"3622",23
"3623",40
"3624",32
"3625",32
"3626",31
"3627",33
"3628",48
"3629",73
"3630",43
"3631",51
"3632",24
"3633",43
"3634",65
"3635",73
"3636",70
"3637",35
"3638",38
"3639",41
"3640",34
"3641",31
"3642",26
"3643",57
"3644",42
"3645",47
"3646",27
"3647",38
"3648",72
"3649",38
"3650",66
"3651",20
"3652",23
"3653",46
"3654",28
"3655",28
"3656",31
"3657",32
"3658",46
"3659",29
"3660",37
"3661",31
"3662",31
"3663",74
"3664",40
"3665",78
"3666",30
"3667",24
"3668",61
"3669",39
"3670",27
"3671",22
"3672",26
"3673",59
"3674",26
"3675",27
"3676",58
"3677",50
"3678",45
"3679",67
"3680",23
"3681",61
"3682",35
"3683",38
"3684",62
"3685",60
"3686",69
"3687",29
"3688",40
"3689",40
"3690",20
"3691",56
"3692",50
"3693",22
"3694",54
"3695",34
"3696",26
"3697",52
"3698",74
"3699",23
"3700",27
"3701",56
"3702",57
"3703",51
"3704",41
"3705",19
"3706",45
"3707",48
"3708",48
"3709",28
"3710",27
"3711",65
"3712",23
"3713",22
"3714",23
"3715",55
"3716",25
"3717",27
"3718",21
"3719",27
"3720",65
"3721",40
"3722",46
"3723",39
"3724",61
"3725",66
"3726",53
"3727",63
"3728",33
"3729",31
"3730",75
"3731",23
"3732",23
"3733",35
"3734",22
"3735",59
"3736",37
"3737",29
"3738",31
"3739",19
"3740",40
"3741",20
"3742",49
"3743",27
"3744",29
"3745",56
"3746",53
"3747",61
"3748",40
"3749",19
"3750",50
"3751",41
"3752",48
"3753",24
"3754",62
"3755",71
"3756",69
"3757",73
"3758",23
"3759",32
"3760",71
"3761",43
"3762",27
"3763",23
"3764",27
"3765",26
"3766",51
"3767",65
"3768",33
"3769",24
"3770",43
"3771",65
"3772",47
"3773",35
"3774",60
"3775",44
"3776",46
"3777",47
"3778",61
"3779",52
"3780",26
"3781",30
"3782",47
"3783",48
"3784",74
"3785",69
"3786",21
"3787",50
"3788",50
"3789",26
"3790",24
"3791",68
"3792",28
"3793",77
"3794",84
"3795",89
"3796",25
"3797",66
"3798",76
"3799",32
"3800",44
"3801",56
"3802",31
"3803",85
"3804",61
"3805",29
"3806",36
"3807",25
"3808",49
"3809",46
"3810",60
"3811",76
"3812",52
"3813",49
"3814",60
"3815",83
"3816",28
"3817",44
"3818",71
"3819",46
"3820",65
"3821",66
"3822",28
"3823",61
"3824",25
"3825",68
"3826",59
"3827",57
"3828",71
"3829",59
"3830",60
"3831",32
"3832",48
"3833",51
"3834",67
"3835",47
"3836",51
"3837",30
"3838",39
"3839",30
"3840",23
"3841",30
"3842",20
"3843",42
"3844",57
"3845",62
"3846",50
"3847",27
"3848",38
"3849",20
"3850",49
"3851",25
"3852",23
"3853",37
"3854",31
"3855",19
"3856",39
"3857",54
"3858",65
"3859",65
"3860",21
"3861",52
"3862",24
"3863",29
"3864",38
"3865",21
"3866",23
"3867",23
"3868",50
"3869",40
"3870",42
"3871",37
"3872",30
"3873",54
"3874",47
"3875",30
"3876",31
"3877",28
"3878",68
"3879",69
"3880",40
"3881",39
"3882",23
"3883",40
"3884",72
"3885",31
"3886",32
"3887",24
"3888",40
"3889",29
"3890",28
"3891",48
"3892",28
"3893",51
"3894",36
"3895",73
"3896",44
"3897",55
"3898",57
"3899",22
"3900",25
"3901",32
"3902",69
"3903",58
"3904",33
"3905",87
"3906",33
"3907",72
"3908",37
"3909",58
"3910",34
"3911",34
"3912",33
"3913",33
"3914",56
"3915",35
"3916",26
"3917",27
"3918",71
"3919",51
"3920",28
"3921",52
"3922",18
"3923",43
"3924",58
"3925",42
"3926",30
"3927",25
"3928",56
"3929",30
"3930",52
"3931",46
"3932",28
"3933",63
"3934",29
"3935",39
"3936",58
"3937",24
"3938",44
"3939",39
"3940",63
"3941",34
"3942",21
"3943",44
"3944",23
"3945",46
"3946",34
"3947",20
"3948",48
"3949",57
"3950",59
"3951",28
"3952",23
"3953",41
"3954",35
"3955",20
"3956",34
"3957",19
"3958",71
"3959",24
"3960",27
"3961",42
"3962",29
"3963",38
"3964",58
"3965",39
"3966",21
"3967",34
"3968",41
"3969",53
"3970",38
"3971",37
"3972",29
"3973",55
"3974",26
"3975",33
"3976",31
"3977",35
"3978",73
"3979",38
"3980",32
"3981",40
"3982",32
"3983",46
"3984",25
"3985",81
"3986",25
"3987",34
"3988",70
"3989",29
"3990",64
"3991",41
"3992",19
"3993",38
"3994",39
"3995",71
"3996",32
"3997",27
"3998",48
"3999",24
"4000",23
"4001",26
"4002",66
"4004",51
"4005",30
"4006",34
"4007",23
"4008",37
"4009",64
"4010",65
"4011",48
"4012",60
"4013",81
"4014",35
"4015",27
"4016",76
"4017",28
"4018",54
"4019",52
"4020",51
"4021",41
"4022",83
"4023",48
"4024",85
"4025",36
"4026",29
"4027",26
"4028",39
"4029",86
"4030",28
"4031",63
"4032",23
"4033",25
"4034",23
"4035",22
"4036",22
"4037",48
"4038",56
"4039",32
"4040",37
"4041",40
"4042",21
"4043",58
"4044",56
"4045",36
"4046",39
"4047",46
"4048",54
"4049",21
"4050",33
"4051",26
"4052",51
"4053",51
"4054",68
"4055",38
"4056",52
"4057",26
"4058",57
"4059",51
"4060",60
"4061",55
"4062",20
"4063",49
"4064",38
"4065",75
"4066",43
"4067",24
"4068",73
"4069",68
"4070",70
"4071",44
"4072",20
"4073",57
"4074",37
"4075",55
"4076",27
"4077",32
"4078",71
"4079",66
"4080",58
"4081",53
"4082",31
"4083",46
"4084",61
"4085",26
"4086",39
"4087",26
"4088",21
"4089",67
"4090",69
"4091",26
"4092",22
"4093",45
"4094",22
"4095",51
"4096",47
"4097",24
"4098",49
"4099",22
"4100",22
"4101",38
"4102",22
"4103",66
"4104",44
"4105",45
"4106",41
"4107",53
"4108",67
"4109",53
"4110",69
"4111",51
"4112",32
"4113",61
"4114",45
"4115",61
"4116",47
"4117",25
"4118",50
"4119",30
"4120",38
"4121",44
"4122",35
"4123",64
"4124",75
"4125",39
"4126",35
"4127",24
"4128",18
"4129",65
"4130",72
"4131",59
"4132",35
"4133",68
"4134",77
"4135",73
"4136",77
"4137",81
"4138",67
"4139",25
"4140",24
"4141",29
"4142",21
"4143",64
"4144",71
"4145",74
"4146",45
"4147",28
"4148",77
"4149",70
"4150",69
"4151",61
"4152",21
"4153",51
"4154",27
"4155",36
"4156",54
"4157",29
"4158",58
"4159",38
"4160",28
"4161",30
"4162",25
"4163",36
"4164",60
"4165",67
"4166",57
"4167",79
"4168",51
"4169",30
"4170",18
"4171",30
"4172",70
"4173",75
"4174",42
"4175",69
"4176",58
"4177",21
"4178",50
"4179",34
"4180",21
"4181",29
"4182",19
"4183",50
"4184",46
"4185",66
"4186",71
"4187",27
"4188",40
"4189",29
"4190",19
"4191",33
"4192",29
"4193",64
"4194",27
"4195",20
"4196",19
"4197",26
"4198",63
"4199",18
"4200",59
"4201",48
"4202",21
"4203",49
"4204",29
"4205",39
"4206",65
"4207",49
"4208",74
"4209",31
"4210",50
"4211",49
"4212",34
"4213",27
"4214",59
"4215",44
"4216",31
"4217",35
"4218",47
"4219",63
"4220",28
"4221",32
"4222",27
"4223",58
"4224",40
"4225",37
"4226",68
"4227",68
"4228",42
"4229",38
"4230",37
"4231",42
"4232",23
"4233",79
"4234",62
"4235",68
"4236",58
"4237",61
"4238",56
"4239",74
"4240",26
"4241",35
"4242",33
"4243",63
"4244",42
"4245",71
"4246",37
"4247",24
"4248",35
"4249",43
"4250",19
"4251",31
"4252",22
"4253",78
"4254",63
"4255",25
"4256",38
"4257",23
"4258",23
"4259",60
"4260",23
"4261",22
"4262",55
"4263",49
"4264",68
"4265",36
"4266",42
"4267",25
"4268",46
"4269",24
"4270",28
"4271",22
"4272",29
"4273",38
"4274",29
"4275",55
"4276",44
"4277",23
"4278",49
"4279",53
"4280",53
"4281",54
"4282",30
"4283",39
"4284",70
"4285",26
"4286",34
"4287",58
"4288",69
"4289",60
"4290",42
"4291",25
"4292",45
"4293",75
"4294",51
"4295",44
"4296",26
"4297",33
"4298",52
"4299",26
"4300",41
"4301",42
"4302",24
"4303",69
"4304",46
"4305",28
"4306",29
"4307",21
"4308",78
"4309",56
"4310",41
"4311",26
"4312",23
"4313",71
"4314",21
"4315",55
"4316",55
"4317",30
"4318",44
"4319",65
"4320",32
"4321",37
"4322",39
"4323",47
"4324",34
"4325",28
"4326",36
"4327",34
"4329",35
"4330",29
"4331",48
"4332",19
"4333",67
"4334",46
"4335",73
"4336",53
"4337",33
"4338",59
"4339",45
"4340",79
"4341",50
"4342",24
"4343",56
"4344",43
"4345",28
"4346",62
"4347",27
"4348",42
"4349",40
"4350",26
"4351",27
"4352",19
"4353",52
"4354",72
"4355",48
"4357",34
"4358",26
"4359",36
"4360",37
"4361",21
"4362",20
"4363",37
"4364",63
"4365",28
"4366",24
"4367",35
"4368",65
"4369",67
"4370",33
"4371",32
"4372",24
"4373",35
"4374",68
"4375",42
"4376",35
"4377",31
"4378",42
"4379",34
"4380",21
"4381",31
"4382",23
"4383",65
"4384",54
"4385",66
"4386",61
"4387",22
"4388",56
"4389",20
"4390",51
"4391",23
"4392",22
"4393",60
"4394",44
"4395",38
"4396",28
"4397",23
"4398",58
"4399",53
"4400",59
"4401",80
"4402",50
"4403",52
"4404",28
"4405",37
"4406",52
"4407",24
"4408",45
"4409",19
"4410",39
"4411",25
"4412",72
"4413",45
"4414",78
"4415",29
"4416",53
"4417",26
"4418",82
"4419",37
"4420",21
"4421",50
"4422",32
"4423",36
"4424",65
"4425",45
"4426",56
"4427",24
"4428",60
"4429",33
"4430",56
"4431",20
"4432",56
"4433",72
"4434",45
"4435",59
"4436",31
"4437",44
"4438",68
"4439",42
"4440",69
"4441",34
"4442",23
"4443",77
"4444",39
"4445",69
"4446",50
"4447",28
"4448",73
"4449",58
"4450",60
"4451",28
"4452",35
"4453",37
"4454",43
"4455",40
"4456",27
"4457",21
"4458",26
"4459",54
"4460",35
"4461",39
"4462",32
"4463",36
"4464",67
"4465",74
"4466",34
"4467",26
"4468",69
"4469",72
"4470",83
"4471",40
"4472",20
"4473",66
"4474",58
"4475",60
"4476",69
"4477",31
"4478",44
"4479",43
"4480",40
"4481",42
"4482",23
"4483",69
"4484",74
"4485",84
"4486",80
"4487",35
"4488",20
"4489",65
"4490",38
"4491",24
"4492",52
"4493",59
"4494",55
"4495",38
"4496",44
"4497",81
"4498",79
"4499",69
"4500",58
"4501",48
"4502",74
"4503",64
"4504",68
"4505",27
"4506",60
"4507",23
"4508",80
"4509",57
"4510",54
"4511",45
"4512",19
"4513",54
"4514",89
"4515",32
"4516",55
"4517",23
"4518",37
"4519",65
"4520",59
"4521",51
"4522",22
"4523",69
"4524",24
"4525",60
"4526",43
"4527",19
"4528",89
"4529",79
"4530",46
"4531",59
"4532",27
"4533",75
"4534",72
"4535",86
"4536",54
"4537",27
"4538",42
"4539",76
"4540",21
"4541",59
"4542",24
"4543",63
"4544",48
"4545",46
"4546",35
"4547",64
"4548",69
"4549",55
"4550",44
"4551",23
"4552",33
"4553",78
"4554",55
"4555",45
"4556",46
"4557",68
"4558",38
"4559",38
"4560",76
"4561",30
"4562",32
"4563",62
"4564",67
"4565",72
"4566",44
"4567",47
"4568",48
"4569",62
"4570",37
"4571",31
"4572",30
"4573",65
"4574",64
"4575",58
"4576",53
"4577",20
"4578",46
"4579",52
"4580",43
"4581",40
"4582",23
"4583",46
"4584",63
"4585",37
"4586",26
"4587",44
"4588",58
"4589",27
"4590",25
"4591",41
"4592",21
"4593",46
"4594",44
"4595",68
"4596",57
"4597",31
"4598",76
"4599",38
"4600",39
"4601",23
"4602",38
"4603",20
"4604",61
"4605",19
"4606",28
"4607",28
"4608",35
"4609",64
"4610",53
"4611",34
"4612",34
"4613",58
"4614",52
"4615",25
"4616",41
"4617",35
"4618",63
"4619",66
"4620",32
"4621",28
"4622",66
"4623",42
"4624",38
"4625",33
