"","Family_Income","Degree"
"41679",23105,"High School"
"41680",3405,"Lt High School"
"41682",43779,"High School"
"41683",36482,"High School"
"41684",6324,"Lt High School"
"41685",7296,"Bachelor"
"41686",31618,"High School"
"41688",20673,"High School"
"41689",160197,"Junior College"
"41690",53507,"Bachelor"
"41691",160197,"Junior College"
"41692",43779,"High School"
"41693",53507,"Bachelor"
"41694",20673,"Junior College"
"41695",31618,"Graduate"
"41697",80261,"Bachelor"
"41698",43779,"High School"
"41699",160197,"Lt High School"
"41700",65668,"Bachelor"
"41701",7296,"Bachelor"
"41702",18241,"Junior College"
"41704",53507,"Bachelor"
"41707",160197,"Graduate"
"41708",43779,"Bachelor"
"41709",53507,"Bachelor"
"41710",31618,"Bachelor"
"41711",43779,"High School"
"41712",43779,"High School"
"41714",20673,"Lt High School"
"41715",53507,"Lt High School"
"41716",43779,"Lt High School"
"41717",15809,"Junior College"
"41719",23105,"High School"
"41720",20673,"High School"
"41721",160197,"Graduate"
"41722",160197,"High School"
"41723",31618,"High School"
"41724",13377,"High School"
"41725",8756,"Lt High School"
"41726",23105,"High School"
"41727",3405,"Lt High School"
"41728",10945,"High School"
"41729",13377,"High School"
"41731",10945,"Lt High School"
"41732",13377,"High School"
"41734",20673,"High School"
"41735",65668,"Bachelor"
"41736",10945,"High School"
"41737",26754,"Lt High School"
"41738",8756,"Lt High School"
"41739",31618,"Graduate"
"41740",31618,"Junior College"
"41741",10945,"High School"
"41742",53507,"High School"
"41743",31618,"High School"
"41744",36482,"Graduate"
"41746",31618,"High School"
"41747",8756,"High School"
"41749",4378,"High School"
"41750",10945,"Lt High School"
"41751",18241,"High School"
"41752",31618,"Lt High School"
"41753",53507,"High School"
"41754",31618,"Lt High School"
"41755",43779,"High School"
"41756",43779,"Lt High School"
"41757",65668,"Lt High School"
"41759",10945,"Bachelor"
"41760",31618,"High School"
"41761",26754,"Bachelor"
"41762",20673,"Graduate"
"41763",23105,"High School"
"41764",6324,"Lt High School"
"41765",31618,"High School"
"41766",65668,"Junior College"
"41767",53507,"High School"
"41768",31618,"Lt High School"
"41769",43779,"High School"
"41770",31618,"High School"
"41771",160197,"Junior College"
"41772",31618,"Lt High School"
"41773",10945,"Lt High School"
"41774",36482,"Bachelor"
"41775",43779,"High School"
"41776",31618,"High School"
"41777",43779,"High School"
"41778",10945,"Junior College"
"41779",53507,"Graduate"
"41780",65668,"Bachelor"
"41781",160197,"High School"
"41782",23105,"High School"
"41783",20673,"Lt High School"
"41785",10945,"High School"
"41786",23105,"High School"
"41787",43779,"Lt High School"
"41788",53507,"High School"
"41789",23105,"High School"
"41790",160197,"Bachelor"
"41791",20673,"Graduate"
"41792",80261,"Bachelor"
"41793",18241,"Bachelor"
"41795",20673,"Bachelor"
"41796",97286,"Bachelor"
"41798",43779,"High School"
"41799",36482,"Graduate"
"41800",65668,"High School"
"41801",43779,"High School"
"41802",43779,"Bachelor"
"41803",80261,"Junior College"
"41804",43779,"Junior College"
"41805",65668,"Lt High School"
"41806",5351,"Lt High School"
"41807",65668,"Bachelor"
"41808",65668,"High School"
"41809",20673,"High School"
"41810",8756,"High School"
"41811",31618,"High School"
"41812",53507,"High School"
"41813",36482,"High School"
"41815",53507,"High School"
"41817",160197,"Graduate"
"41819",160197,"Graduate"
"41820",31618,"Lt High School"
"41821",160197,"Graduate"
"41823",53507,"Bachelor"
"41824",10945,"High School"
"41825",65668,"High School"
"41826",97286,"High School"
"41827",65668,"High School"
"41828",15809,"High School"
"41830",36482,"High School"
"41831",31618,"High School"
"41832",4378,"High School"
"41834",31618,"High School"
"41835",4378,"High School"
"41836",13377,"Lt High School"
"41837",26754,"High School"
"41838",15809,"High School"
"41839",13377,"High School"
"41842",53507,"High School"
"41843",23105,"Lt High School"
"41844",36482,"High School"
"41845",80261,"Bachelor"
"41846",53507,"High School"
"41847",160197,"Graduate"
"41848",53507,"High School"
"41849",20673,"High School"
"41850",53507,"Bachelor"
"41851",65668,"High School"
"41852",53507,"Lt High School"
"41853",36482,"High School"
"41854",26754,"High School"
"41855",13377,"High School"
"41856",43779,"High School"
"41859",65668,"Lt High School"
"41860",5351,"Lt High School"
"41861",23105,"High School"
"41862",31618,"High School"
"41863",31618,"Lt High School"
"41864",18241,"High School"
"41865",65668,"High School"
"41866",43779,"Lt High School"
"41867",160197,"High School"
"41868",160197,"Graduate"
"41869",18241,"High School"
"41870",18241,"High School"
"41871",13377,"High School"
"41872",18241,"High School"
"41873",31618,"High School"
"41874",13377,"High School"
"41877",65668,"High School"
"41878",1946,"High School"
"41879",23105,"High School"
"41880",20673,"High School"
"41881",1946,"High School"
"41882",486,"Lt High School"
"41883",4378,"High School"
"41884",26754,"Bachelor"
"41885",486,"Junior College"
"41886",43779,"Lt High School"
"41887",65668,"Junior College"
"41888",80261,"High School"
"41889",97286,"Junior College"
"41890",53507,"Graduate"
"41891",53507,"Graduate"
"41892",486,"Bachelor"
"41893",97286,"High School"
"41894",31618,"High School"
"41895",65668,"High School"
"41896",53507,"Junior College"
"41897",53507,"High School"
"41898",13377,"High School"
"41899",53507,"Bachelor"
"41900",97286,"Graduate"
"41901",65668,"High School"
"41902",160197,"High School"
"41903",26754,"Lt High School"
"41904",43779,"High School"
"41905",31618,"High School"
"41906",23105,"High School"
"41907",26754,"Bachelor"
"41908",31618,"Junior College"
"41909",26754,"High School"
"41910",43779,"High School"
"41911",97286,"High School"
"41912",20673,"Bachelor"
"41913",20673,"High School"
"41914",26754,"High School"
"41915",13377,"High School"
"41916",10945,"High School"
"41917",160197,"High School"
"41918",43779,"Junior College"
"41919",15809,"High School"
"41920",160197,"Junior College"
"41921",53507,"High School"
"41922",97286,"High School"
"41923",26754,"High School"
"41924",10945,"High School"
"41925",160197,"High School"
"41926",23105,"Bachelor"
"41927",80261,"Junior College"
"41928",18241,"High School"
"41929",43779,"High School"
"41930",8756,"Lt High School"
"41931",53507,"High School"
"41932",31618,"High School"
"41933",23105,"High School"
"41934",31618,"Bachelor"
"41935",486,"Lt High School"
"41937",18241,"High School"
"41938",80261,"High School"
"41940",31618,"Lt High School"
"41941",65668,"High School"
"41944",18241,"High School"
"41945",65668,"High School"
"41946",53507,"High School"
"41947",36482,"High School"
"41948",43779,"High School"
"41949",15809,"Lt High School"
"41950",31618,"High School"
"41952",36482,"High School"
"41954",53507,"Junior College"
"41955",80261,"Bachelor"
"41956",26754,"High School"
"41957",65668,"Graduate"
"41958",43779,"High School"
"41959",18241,"Lt High School"
"41960",36482,"Junior College"
"41961",18241,"Bachelor"
"41962",23105,"High School"
"41963",43779,"High School"
"41964",10945,"High School"
"41965",8756,"Lt High School"
"41966",160197,"Bachelor"
"41967",160197,"High School"
"41968",160197,"Junior College"
"41969",43779,"High School"
"41970",31618,"High School"
"41971",36482,"Lt High School"
"41972",43779,"High School"
"41973",15809,"High School"
"41974",80261,"High School"
"41976",20673,"Lt High School"
"41977",31618,"High School"
"41979",53507,"Bachelor"
"41982",65668,"Bachelor"
"41983",26754,"High School"
"41984",65668,"Bachelor"
"41985",26754,"Lt High School"
"41986",80261,"Graduate"
"41988",160197,"Graduate"
"41989",160197,"Graduate"
"41990",43779,"High School"
"41991",10945,"High School"
"41992",65668,"Lt High School"
"41993",43779,"Bachelor"
"41994",43779,"Graduate"
"41995",43779,"Bachelor"
"41996",36482,"High School"
"41997",43779,"High School"
"41998",31618,"High School"
"41999",36482,"High School"
"42000",4378,"Lt High School"
"42001",31618,"High School"
"42002",15809,"Lt High School"
"42003",53507,"Lt High School"
"42004",53507,"High School"
"42005",10945,"High School"
"42006",65668,"High School"
"42007",65668,"High School"
"42009",53507,"Graduate"
"42010",160197,"High School"
"42011",53507,"High School"
"42012",80261,"Bachelor"
"42013",36482,"High School"
"42014",26754,"High School"
"42015",43779,"Bachelor"
"42017",53507,"Junior College"
"42018",65668,"High School"
"42019",31618,"High School"
"42020",80261,"High School"
"42025",65668,"Graduate"
"42026",31618,"Lt High School"
"42027",97286,"High School"
"42028",31618,"High School"
"42029",160197,"Graduate"
"42030",7296,"High School"
"42031",43779,"Bachelor"
"42032",160197,"Bachelor"
"42033",65668,"High School"
"42034",43779,"High School"
"42035",26754,"Lt High School"
"42036",486,"High School"
"42037",8756,"High School"
"42038",18241,"High School"
"42039",486,"High School"
"42040",20673,"High School"
"42041",15809,"Lt High School"
"42042",20673,"Lt High School"
"42043",160197,"Bachelor"
"42044",10945,"High School"
"42045",20673,"High School"
"42046",23105,"High School"
"42048",5351,"Lt High School"
"42049",10945,"High School"
"42050",1946,"High School"
"42052",65668,"Junior College"
"42054",36482,"High School"
"42055",13377,"Lt High School"
"42057",1946,"High School"
"42059",13377,"High School"
"42060",43779,"Bachelor"
"42061",80261,"High School"
"42062",23105,"Lt High School"
"42063",97286,"High School"
"42064",97286,"Graduate"
"42066",23105,"High School"
"42067",160197,"Junior College"
"42069",23105,"High School"
"42070",1946,"High School"
"42071",20673,"High School"
"42072",486,"Lt High School"
"42073",31618,"High School"
"42074",20673,"High School"
"42075",26754,"High School"
"42076",43779,"Graduate"
"42077",4378,"High School"
"42078",65668,"High School"
"42079",36482,"Bachelor"
"42080",43779,"Graduate"
"42081",26754,"Bachelor"
"42082",13377,"Lt High School"
"42084",13377,"High School"
"42085",53507,"Lt High School"
"42086",36482,"High School"
"42087",43779,"High School"
"42088",15809,"High School"
"42089",15809,"High School"
"42090",36482,"High School"
"42091",80261,"High School"
"42092",31618,"High School"
"42093",20673,"High School"
"42094",31618,"Graduate"
"42095",65668,"High School"
"42096",15809,"High School"
"42097",18241,"Lt High School"
"42098",18241,"High School"
"42099",31618,"High School"
"42100",26754,"High School"
"42101",23105,"High School"
"42102",26754,"Bachelor"
"42103",65668,"Graduate"
"42104",160197,"Bachelor"
"42105",160197,"Junior College"
"42106",160197,"Graduate"
"42107",160197,"Graduate"
"42108",36482,"High School"
"42109",160197,"High School"
"42110",23105,"Lt High School"
"42111",80261,"High School"
"42113",7296,"High School"
"42114",43779,"Bachelor"
"42115",97286,"Bachelor"
"42116",65668,"Graduate"
"42117",65668,"Graduate"
"42118",18241,"Lt High School"
"42120",80261,"Bachelor"
"42121",160197,"Bachelor"
"42122",80261,"Graduate"
"42123",53507,"High School"
"42124",97286,"Junior College"
"42125",4378,"High School"
"42126",8756,"High School"
"42127",7296,"Graduate"
"42128",23105,"Bachelor"
"42129",7296,"Lt High School"
"42130",23105,"Lt High School"
"42131",26754,"High School"
"42132",13377,"High School"
"42133",10945,"High School"
"42134",486,"High School"
"42135",20673,"High School"
"42136",97286,"High School"
"42137",15809,"High School"
"42138",97286,"High School"
"42139",7296,"Lt High School"
"42141",53507,"High School"
"42143",43779,"High School"
"42144",36482,"High School"
"42145",486,"High School"
"42146",80261,"Junior College"
"42147",65668,"Junior College"
"42148",80261,"High School"
"42149",160197,"High School"
"42150",97286,"Bachelor"
"42151",43779,"High School"
"42152",65668,"High School"
"42153",65668,"High School"
"42154",80261,"Graduate"
"42155",53507,"High School"
"42156",26754,"High School"
"42159",43779,"Lt High School"
"42160",65668,"High School"
"42161",80261,"High School"
"42162",7296,"High School"
"42163",53507,"Lt High School"
"42164",53507,"High School"
"42165",160197,"Bachelor"
"42166",23105,"High School"
"42167",23105,"High School"
"42169",97286,"Bachelor"
"42170",36482,"High School"
"42171",6324,"Bachelor"
"42172",8756,"Bachelor"
"42173",65668,"High School"
"42174",97286,"Bachelor"
"42175",31618,"High School"
"42176",18241,"Lt High School"
"42179",80261,"Junior College"
"42181",31618,"High School"
"42183",43779,"Junior College"
"42184",53507,"High School"
"42185",23105,"High School"
"42186",43779,"Junior College"
"42187",10945,"Lt High School"
"42188",36482,"High School"
"42190",80261,"Graduate"
"42191",486,"High School"
"42192",97286,"High School"
"42193",15809,"Lt High School"
"42194",10945,"Bachelor"
"42195",23105,"High School"
"42196",13377,"Bachelor"
"42197",43779,"Bachelor"
"42198",26754,"High School"
"42199",8756,"Lt High School"
"42200",5351,"High School"
"42201",6324,"Lt High School"
"42203",10945,"High School"
"42204",1946,"Lt High School"
"42205",13377,"High School"
"42206",65668,"High School"
"42207",80261,"High School"
"42208",7296,"High School"
"42209",31618,"Lt High School"
"42210",15809,"Lt High School"
"42211",65668,"High School"
"42212",26754,"Lt High School"
"42213",26754,"High School"
"42214",26754,"Bachelor"
"42215",160197,"High School"
"42216",160197,"Bachelor"
"42217",18241,"High School"
"42218",43779,"Graduate"
"42220",486,"High School"
"42221",36482,"High School"
"42222",43779,"Bachelor"
"42223",31618,"Lt High School"
"42224",36482,"High School"
"42225",43779,"High School"
"42226",15809,"Junior College"
"42227",20673,"High School"
"42228",36482,"Junior College"
"42229",65668,"High School"
"42231",43779,"Junior College"
"42232",97286,"High School"
"42233",36482,"High School"
"42234",53507,"High School"
"42235",43779,"High School"
"42236",65668,"Bachelor"
"42237",36482,"Bachelor"
"42238",80261,"High School"
"42239",160197,"Graduate"
"42240",80261,"High School"
"42241",65668,"High School"
"42242",53507,"High School"
"42243",8756,"High School"
"42244",65668,"Lt High School"
"42246",8756,"High School"
"42247",80261,"High School"
"42248",15809,"High School"
"42249",26754,"Junior College"
"42250",20673,"High School"
"42251",43779,"Bachelor"
"42252",6324,"Lt High School"
"42253",23105,"Lt High School"
"42254",31618,"High School"
"42255",26754,"Bachelor"
"42256",53507,"Graduate"
"42257",26754,"Bachelor"
"42258",80261,"Lt High School"
"42259",36482,"High School"
"42261",15809,"High School"
"42262",20673,"Bachelor"
"42263",43779,"High School"
"42264",1946,"Lt High School"
"42265",1946,"Lt High School"
"42266",18241,"Junior College"
"42267",5351,"Lt High School"
"42268",15809,"Lt High School"
"42269",5351,"Lt High School"
"42270",53507,"Graduate"
"42271",43779,"High School"
"42272",43779,"High School"
"42273",160197,"Bachelor"
"42275",23105,"High School"
"42276",23105,"High School"
"42277",486,"Lt High School"
"42278",8756,"High School"
"42280",26754,"Lt High School"
"42281",1946,"High School"
"42282",486,"High School"
"42283",10945,"High School"
"42284",10945,"Lt High School"
"42285",486,"Lt High School"
"42286",26754,"High School"
"42287",43779,"High School"
"42288",15809,"High School"
"42289",26754,"Lt High School"
"42290",65668,"Junior College"
"42291",97286,"Junior College"
"42292",43779,"Graduate"
"42293",43779,"Graduate"
"42294",160197,"Graduate"
"42295",97286,"Graduate"
"42296",160197,"Bachelor"
"42297",43779,"High School"
"42298",15809,"High School"
"42299",18241,"High School"
"42300",53507,"High School"
"42301",43779,"High School"
"42302",18241,"High School"
"42303",53507,"Junior College"
"42304",36482,"High School"
"42305",10945,"Lt High School"
"42306",80261,"Graduate"
"42307",53507,"High School"
"42308",43779,"Lt High School"
"42309",7296,"Lt High School"
"42310",20673,"Graduate"
"42311",160197,"Graduate"
"42313",43779,"Bachelor"
"42315",43779,"High School"
"42316",160197,"Bachelor"
"42317",80261,"High School"
"42318",53507,"High School"
"42319",43779,"Bachelor"
"42320",53507,"Bachelor"
"42321",43779,"Bachelor"
"42322",43779,"Bachelor"
"42323",26754,"Bachelor"
"42324",65668,"High School"
"42325",65668,"High School"
"42327",80261,"Bachelor"
"42328",5351,"Lt High School"
"42329",20673,"Bachelor"
"42330",31618,"Bachelor"
"42331",65668,"Lt High School"
"42332",31618,"High School"
"42333",65668,"Graduate"
"42334",10945,"High School"
"42335",18241,"High School"
"42337",43779,"High School"
"42338",486,"High School"
"42339",97286,"High School"
"42340",26754,"High School"
"42341",65668,"High School"
"42342",10945,"High School"
"42343",65668,"High School"
"42344",26754,"High School"
"42345",26754,"Bachelor"
"42346",36482,"High School"
"42347",36482,"Bachelor"
"42348",36482,"High School"
"42349",31618,"Bachelor"
"42350",31618,"Bachelor"
"42351",53507,"Bachelor"
"42352",36482,"Bachelor"
"42353",43779,"Graduate"
"42354",53507,"Bachelor"
"42355",36482,"Bachelor"
"42356",160197,"Bachelor"
"42357",8756,"Bachelor"
"42358",65668,"High School"
"42359",36482,"High School"
"42360",31618,"High School"
"42361",20673,"High School"
"42362",20673,"High School"
"42363",20673,"Junior College"
"42364",20673,"Lt High School"
"42365",31618,"High School"
"42366",23105,"High School"
"42367",53507,"High School"
"42368",23105,"Bachelor"
"42369",65668,"Junior College"
"42370",31618,"High School"
"42372",53507,"Graduate"
"42373",53507,"Bachelor"
"42374",53507,"Graduate"
"42375",160197,"Bachelor"
"42376",53507,"Bachelor"
"42377",36482,"High School"
"42378",15809,"Lt High School"
"42379",8756,"Lt High School"
"42380",36482,"Graduate"
"42381",13377,"High School"
"42382",97286,"Graduate"
"42383",53507,"High School"
"42385",15809,"Bachelor"
"42387",80261,"High School"
"42388",5351,"High School"
"42389",36482,"High School"
"42391",23105,"High School"
"42392",20673,"High School"
"42393",26754,"High School"
"42394",26754,"High School"
"42395",8756,"Junior College"
"42396",43779,"Bachelor"
"42397",10945,"High School"
"42398",23105,"High School"
"42399",23105,"High School"
"42400",53507,"Junior College"
"42401",43779,"High School"
"42402",43779,"High School"
"42403",36482,"High School"
"42405",23105,"High School"
"42406",26754,"High School"
"42407",43779,"High School"
"42408",36482,"Lt High School"
"42409",65668,"High School"
"42410",65668,"High School"
"42411",53507,"High School"
"42412",31618,"High School"
"42413",43779,"High School"
"42414",23105,"Junior College"
"42415",53507,"High School"
"42416",80261,"Graduate"
"42417",80261,"Bachelor"
"42418",65668,"Bachelor"
"42419",10945,"High School"
"42424",65668,"Bachelor"
"42425",53507,"Bachelor"
"42427",36482,"Junior College"
"42428",31618,"High School"
"42429",31618,"High School"
"42431",31618,"High School"
"42433",8756,"Junior College"
"42438",80261,"High School"
"42439",80261,"High School"
"42440",80261,"High School"
"42441",36482,"High School"
"42442",26754,"High School"
"42443",15809,"High School"
"42444",3405,"High School"
"42445",31618,"High School"
"42446",43779,"High School"
"42447",65668,"High School"
"42448",8756,"High School"
"42449",486,"High School"
"42450",18241,"High School"
"42451",13377,"Graduate"
"42452",53507,"High School"
"42454",97286,"High School"
"42455",43779,"High School"
"42456",26754,"High School"
"42457",7296,"Lt High School"
"42458",65668,"High School"
"42459",36482,"High School"
"42460",160197,"Bachelor"
"42461",53507,"High School"
"42462",160197,"Bachelor"
"42463",160197,"High School"
"42464",97286,"Graduate"
"42465",160197,"Bachelor"
"42466",160197,"Graduate"
"42467",97286,"Graduate"
"42468",160197,"High School"
"42469",97286,"Junior College"
"42470",65668,"Bachelor"
"42471",43779,"Graduate"
"42473",15809,"High School"
"42474",160197,"Bachelor"
"42476",26754,"High School"
"42477",65668,"High School"
"42479",20673,"High School"
"42480",36482,"High School"
"42482",43779,"Graduate"
"42483",3405,"High School"
"42484",36482,"High School"
"42485",65668,"High School"
"42486",31618,"Bachelor"
"42488",8756,"High School"
"42489",36482,"High School"
"42490",31618,"Lt High School"
"42491",15809,"High School"
"42492",20673,"High School"
"42493",36482,"High School"
"42494",26754,"Lt High School"
"42495",43779,"Lt High School"
"42496",13377,"High School"
"42497",8756,"High School"
"42498",53507,"High School"
"42499",13377,"High School"
"42500",20673,"Junior College"
"42501",26754,"Graduate"
"42502",23105,"Lt High School"
"42503",18241,"High School"
"42505",10945,"Graduate"
"42506",53507,"High School"
"42507",31618,"High School"
"42508",160197,"High School"
"42509",26754,"High School"
"42510",43779,"High School"
"42511",13377,"High School"
"42512",53507,"Bachelor"
"42513",31618,"Bachelor"
"42514",23105,"High School"
"42515",53507,"Bachelor"
"42516",26754,"High School"
"42517",80261,"Bachelor"
"42518",97286,"Bachelor"
"42519",80261,"Bachelor"
"42520",13377,"Junior College"
"42521",65668,"Junior College"
"42522",53507,"Junior College"
"42523",160197,"Graduate"
"42524",80261,"Junior College"
"42525",43779,"High School"
"42526",36482,"High School"
"42527",13377,"High School"
"42528",53507,"Junior College"
"42529",43779,"High School"
"42530",43779,"Bachelor"
"42531",15809,"High School"
"42532",43779,"High School"
"42533",53507,"Junior College"
"42534",8756,"High School"
"42535",80261,"High School"
"42536",80261,"High School"
"42537",80261,"High School"
"42538",65668,"Bachelor"
"42539",53507,"High School"
"42540",80261,"High School"
"42541",65668,"High School"
"42542",31618,"High School"
"42543",36482,"Bachelor"
"42544",20673,"Lt High School"
"42545",97286,"High School"
"42546",53507,"High School"
"42547",97286,"Junior College"
"42548",6324,"Lt High School"
"42549",36482,"High School"
"42550",31618,"High School"
"42551",80261,"High School"
"42552",36482,"Junior College"
"42553",43779,"High School"
"42554",53507,"High School"
"42555",8756,"High School"
"42556",26754,"High School"
"42557",6324,"Bachelor"
"42558",160197,"Bachelor"
"42560",13377,"High School"
"42561",18241,"High School"
"42562",97286,"Bachelor"
"42563",160197,"Bachelor"
"42564",160197,"Bachelor"
"42565",65668,"Bachelor"
"42566",10945,"High School"
"42567",160197,"High School"
"42568",36482,"Bachelor"
"42569",53507,"Bachelor"
"42570",20673,"High School"
"42571",65668,"High School"
"42572",53507,"Bachelor"
"42573",65668,"Bachelor"
"42574",10945,"High School"
"42575",6324,"High School"
"42576",10945,"Lt High School"
"42577",31618,"Lt High School"
"42578",15809,"High School"
"42580",18241,"High School"
"42581",43779,"Junior College"
"42582",80261,"Junior College"
"42583",160197,"Bachelor"
"42584",160197,"High School"
"42586",160197,"Graduate"
"42587",80261,"Bachelor"
"42588",65668,"High School"
"42589",160197,"Graduate"
"42590",65668,"Junior College"
"42591",26754,"Bachelor"
"42592",8756,"Graduate"
"42593",23105,"High School"
"42595",65668,"High School"
"42596",43779,"High School"
"42597",20673,"High School"
"42598",65668,"High School"
"42600",43779,"Junior College"
"42601",26754,"High School"
"42602",31618,"High School"
"42604",65668,"Junior College"
"42606",18241,"Lt High School"
"42607",43779,"Lt High School"
"42609",80261,"High School"
"42610",43779,"High School"
"42611",15809,"Lt High School"
"42612",26754,"High School"
"42613",15809,"High School"
"42614",10945,"High School"
"42615",6324,"High School"
"42617",18241,"Lt High School"
"42618",6324,"High School"
"42619",20673,"High School"
"42620",65668,"High School"
"42621",43779,"Junior College"
"42623",53507,"High School"
"42625",65668,"High School"
"42626",160197,"Bachelor"
"42627",80261,"High School"
"42628",160197,"Graduate"
"42629",80261,"High School"
"42630",160197,"High School"
"42631",97286,"Bachelor"
"42632",31618,"Lt High School"
"42633",43779,"Bachelor"
"42634",1946,"Lt High School"
"42635",53507,"Junior College"
"42636",36482,"Bachelor"
"42637",23105,"High School"
"42638",15809,"High School"
"42639",97286,"Junior College"
"42640",53507,"Bachelor"
"42641",97286,"Bachelor"
"42642",160197,"Graduate"
"42643",80261,"High School"
"42644",53507,"Lt High School"
"42645",43779,"High School"
"42646",80261,"Bachelor"
"42647",36482,"Junior College"
"42648",31618,"High School"
"42649",43779,"High School"
"42650",43779,"Junior College"
"42651",80261,"High School"
"42652",160197,"Bachelor"
"42653",23105,"High School"
"42654",97286,"Graduate"
"42655",8756,"Bachelor"
"42656",31618,"Bachelor"
"42657",31618,"Junior College"
"42658",15809,"High School"
"42659",31618,"Bachelor"
"42660",1946,"Junior College"
"42662",31618,"High School"
"42663",43779,"High School"
"42664",13377,"High School"
"42665",43779,"Lt High School"
"42666",23105,"High School"
"42668",31618,"Junior College"
"42669",8756,"High School"
"42670",3405,"High School"
"42671",5351,"High School"
"42672",18241,"High School"
"42673",1946,"High School"
"42674",3405,"High School"
"42675",160197,"Bachelor"
"42676",160197,"High School"
"42677",65668,"Bachelor"
"42678",3405,"High School"
"42679",15809,"Bachelor"
"42680",65668,"Bachelor"
"42681",10945,"High School"
"42682",26754,"Junior College"
"42683",10945,"Bachelor"
"42684",36482,"High School"
"42685",80261,"High School"
"42686",43779,"Junior College"
"42687",65668,"High School"
"42688",36482,"Lt High School"
"42689",18241,"Graduate"
"42690",23105,"High School"
"42691",10945,"Lt High School"
"42692",10945,"Lt High School"
"42693",13377,"High School"
"42695",10945,"High School"
"42696",13377,"High School"
"42697",10945,"High School"
"42698",31618,"High School"
"42699",65668,"High School"
"42701",36482,"Lt High School"
"42702",43779,"Bachelor"
"42703",65668,"High School"
"42704",36482,"High School"
"42705",53507,"High School"
"42706",13377,"Lt High School"
"42707",43779,"Graduate"
"42708",80261,"Graduate"
"42709",80261,"High School"
"42710",65668,"High School"
"42711",31618,"Bachelor"
"42712",43779,"Bachelor"
"42713",5351,"Bachelor"
"42714",6324,"Bachelor"
"42717",43779,"Graduate"
"42718",160197,"Bachelor"
"42719",80261,"Bachelor"
"42721",97286,"Junior College"
"42722",80261,"Bachelor"
"42723",15809,"High School"
"42724",80261,"Graduate"
"42725",36482,"Bachelor"
"42727",31618,"Bachelor"
"42728",5351,"High School"
"42730",36482,"High School"
"42731",97286,"Bachelor"
"42732",53507,"High School"
"42734",43779,"Junior College"
"42735",31618,"Bachelor"
"42736",80261,"Junior College"
"42737",43779,"Graduate"
"42738",53507,"Bachelor"
"42739",43779,"Bachelor"
"42740",43779,"Junior College"
"42741",15809,"High School"
"42742",53507,"Bachelor"
"42743",53507,"Bachelor"
"42744",31618,"Bachelor"
"42745",6324,"High School"
"42746",8756,"High School"
"42747",26754,"Graduate"
"42748",80261,"Bachelor"
"42749",26754,"High School"
"42750",31618,"Junior College"
"42751",43779,"High School"
"42752",160197,"Bachelor"
"42753",160197,"Bachelor"
"42754",160197,"High School"
"42756",160197,"Bachelor"
"42757",160197,"Bachelor"
"42758",160197,"Graduate"
"42759",160197,"Junior College"
"42760",160197,"Junior College"
"42761",53507,"High School"
"42762",160197,"Bachelor"
"42764",43779,"High School"
"42765",43779,"High School"
"42766",53507,"High School"
"42767",43779,"High School"
"42768",65668,"Bachelor"
"42769",43779,"Bachelor"
"42770",80261,"High School"
"42771",53507,"Bachelor"
"42772",97286,"Junior College"
"42773",65668,"Bachelor"
"42774",53507,"High School"
"42775",43779,"High School"
"42777",36482,"High School"
"42778",80261,"High School"
"42779",23105,"High School"
"42780",486,"Lt High School"
"42781",31618,"High School"
"42782",23105,"High School"
"42783",20673,"Lt High School"
"42784",31618,"Junior College"
"42785",10945,"High School"
"42786",15809,"Bachelor"
"42787",10945,"Graduate"
"42788",10945,"Bachelor"
"42789",15809,"High School"
"42790",80261,"High School"
"42791",97286,"Junior College"
"42792",160197,"Graduate"
"42793",80261,"Graduate"
"42794",8756,"Bachelor"
"42795",97286,"Graduate"
"42796",160197,"Graduate"
"42797",36482,"Bachelor"
"42798",36482,"Graduate"
"42799",160197,"Bachelor"
"42800",65668,"Graduate"
"42801",65668,"High School"
"42802",43779,"High School"
"42803",53507,"Bachelor"
"42804",53507,"Bachelor"
"42805",80261,"High School"
"42806",160197,"Graduate"
"42807",97286,"Graduate"
"42808",80261,"Bachelor"
"42809",80261,"Graduate"
"42810",486,"High School"
"42811",160197,"High School"
"42812",97286,"Bachelor"
"42813",80261,"Junior College"
"42814",160197,"Bachelor"
"42815",65668,"Junior College"
"42816",36482,"Graduate"
"42817",20673,"High School"
"42818",26754,"High School"
"42819",4378,"Lt High School"
"42821",53507,"High School"
"42822",18241,"Lt High School"
"42824",18241,"High School"
"42825",97286,"Bachelor"
"42826",65668,"Graduate"
"42827",53507,"Graduate"
"42828",65668,"Graduate"
"42829",23105,"High School"
"42831",26754,"High School"
"42833",43779,"High School"
"42834",18241,"Lt High School"
"42835",53507,"High School"
"42836",53507,"High School"
"42837",97286,"Graduate"
"42838",26754,"Bachelor"
"42839",26754,"High School"
"42840",53507,"Bachelor"
"42841",10945,"High School"
"42842",6324,"High School"
"42844",80261,"Bachelor"
"42846",43779,"Graduate"
"42847",160197,"Bachelor"
"42848",65668,"Graduate"
"42849",36482,"Graduate"
"42850",65668,"High School"
"42852",20673,"High School"
"42853",43779,"High School"
"42855",97286,"Graduate"
"42856",26754,"High School"
"42857",36482,"High School"
"42858",80261,"High School"
"42859",486,"High School"
"42861",8756,"Lt High School"
"42862",36482,"Graduate"
"42864",7296,"Lt High School"
"42865",97286,"Bachelor"
"42867",6324,"Lt High School"
"42868",18241,"High School"
